user,date,komentar,reviewCreatedVersion
mohammad arifin,2025-05-17 03:09:38,"tolong lah, kalau belum siap jadi super apps jgn memaksakan diri. susah banget aksesnya, muteeeer aja terus.",8.7.0
Muhammad Asrul (Hajioneng),2025-05-17 03:07:55,mantabb,8.7.0
IRSANTY GOMES,2025-05-17 02:45:28,ga bisa masuk jelek,8.7.0
Juraij Nahar,2025-05-17 02:44:36,my telkomsel bug sekali tidak ok,8.7.0
Jerolin Karel Christiyanto,2025-05-17 02:43:00,"Jaringan paling jelek dikit dikit nge lag, mending pake smartfren lebih bagus bagi yang mau pake gausah pake harga mahal kualitas jelek mau cek sisa kuota aja gabisa paling rusak lah pokoknya",8.7.0
Antonius Mahesa Arkananta,2025-05-17 02:42:48,"cari tombol logout saja susah, cari fitur jaga pulsa yang paling banyak dicari orang juga tersembunyi susah dicari.",8.7.0
Yumi Nakisah,2025-05-17 02:41:23,sinyal nya jelek banget anj,8.7.0
Nurul Hidayah,2025-05-17 02:39:25,Login ke aplikasi loading mulu. padahal signal stabil. Apalagi login ke menu stamp,8.7.0
Dicky Rukmatullah,2025-05-17 02:32:47,aplikasi makin kcni makin leg lemot banget sih gmn ini aplikasi.. payah cek menu aja sussah banget.. asssuuu,8.7.0
Guntur Setyawan gorust,2025-05-17 02:13:52,"ntah kenapa Sekarang jadi berat banget aplikasinya, dibuka loading aja gak kelar2. hari ini tanggal 17 Mei 2025",8.7.0
mohammad umar,2025-05-17 01:59:45,tidak bisa memberikan solusi respon lama,8.7.0
Fani Andriawan,2025-05-17 01:49:20,"Aplikasi ecek-ecek malah bikin susah, loading lama bgt, sisa kuota ga update gara² loading terus, eh tau² udah habis aja. udah byk yg mengeluh masih aja sama aja ga ada peningkatan",8.7.0
Siti Risky,2025-05-17 01:41:48,maaf ya kalo bintang 3 karena mahal,8.7.0
Bayu Rochmat,2025-05-17 01:40:06,• Aplikasi lemot • Kebanyakan menu gak berguna. • Harga Kuota yang semakin mahal tapi pelayanan menurun • Pulsa tersedot sendiri,8.7.0
Yhuli Hendra,2025-05-17 01:26:59,"unlimited nya kok hilang,, padahal sangat membantu kita yg kalangan bawah,,",8.7.0
Asep Setiawan,2025-05-17 01:24:54,"LEMOT PARAH, MEMALUKAN",8.7.0
Nur Rohman,2025-05-17 01:22:37,"kenapa setiap mau isi pulsa dan mau beli kwota pasti lemot padahal pakai wifi, benerin donk min",8.7.0
BUDI neo7,2025-05-17 01:19:29,"my telkom tambah berat.. loading lama, fitur² yg gk jelas , knp gk dibikin sderhana saja, pasti jawaban admin clear cache, bla bla bla hasilnya sama aja. ho saya Ram 8/512 lelet ni apk kayak main genshin saja.. PARAAAAAH PARAAH",8.7.0
Wak Al,2025-05-17 01:15:32,"Hallo My Telkomsel, kenapa sekarang sering lemot dan gangguan terus aplikasi nya?",8.7.0
Rendi Mardiyana,2025-05-17 01:12:02,ngeleg parah gw bisa masuk ngecek kuota buffering mulu,8.7.0
Ni Made Agni P.P.W.,2025-05-17 01:08:44,"kak kenapa kuota yang biasanya aku beli ilang sih, kan aku udah pas make itu dan udah dijatahin sama papa perbulan beli kuota yang itu, aku 4G butuh keadilan pls 🥺. Biasanya 100rb 80gb, ini ga ada diganti ke 5G. pls aku pelajar aku butuh kuota superseru 100rb 80gb lagi 😔🥺. plis balikin ya hari ini 🥺😔",8.7.0
Yudi Ar,2025-05-17 01:05:03,"Kapok beli kartu halo di MyTelkomsel. Tanggal 30 April 2025 beli, sampai sekarang tanggal 17 Mei 2025 dilacak pesanan masih ""DIPROSES"" belum berangkat ke alamat.",8.7.0
Marlan dhara,2025-05-17 00:30:19,"Setiap kali buka harus menunggu lama, dan bahkan tidak bisa diakses. padahal Hp sdh spek tinggi, kuota banyak.. Tolong diperbaiki.",8.7.0
Hasby Assidiq,2025-05-17 00:27:07,"APLIKASI BUSUKK, PADAHAL SINYAL BAGUS BUKA APLIKASI LAIN LANCAR, KENAPA BUKA MY TELKOMSEL LOADING TERUS, TINGKATIN LAGI KUALITASNYA APLIKASINYA DONG BUKAN HARGA PAKETNYA AJA YANG DI TINGKATIN TERUS !!",8.7.0
Bangkit A.R,2025-05-17 00:15:50,"apa ini,pembaruan kog ngurangi kuota, paket 25k yg 11gb jadi 9gb",8.7.0
Nikoya Bakes,2025-05-17 00:13:11,busuk,8.7.0
Rifqi Bayhaqi,2025-05-17 00:01:07,"untuk loading di fitur fitur apknya terlalu lama, muter muter terus padahal sinyal bagus, mohon untuk di perbaiki. gua kira kuota habis karena loadingnya lama terus gua beli kuota lagi hasilnya tetep sama masih loading lama, selang beberapa menit muncul tuh. pas gua cek kuota ternyata jadi double kuotanya dan kuota yang awal belum habis",8.7.0
Zᴇᴏɴ火,2025-05-16 23:46:13,Loading info paket kuotanya lama....padahal internetny lancar....jadi susah cek sisa kuota paket,8.7.0
Agus Darmanto,2025-05-16 23:43:40,"makin hari semakin menyebalkan, jaringan internet anda sangat buruk , jika tdk mampu mengatasi keluhan pelanggan lbh baik jual saja perusahaan anda ke indosat",8.7.0
Mamat chan,2025-05-16 23:42:04,"aplikasi nggk jelas, lemot Lolak",8.7.0
Mustajab L,2025-05-16 23:41:26,aplikasi berat. banyak fitur tidak bermanfaat dan harga pun mahal.,8.7.0
Ahmad Miftah Fauzan,2025-05-16 23:33:06,aplikasi tamak. sudah pelit banyak bug. mana jaringan ga bisa di tebak,8.7.0
Darma Harras,2025-05-16 23:24:33,"Aplikasiny parah.. lemot.. sering eror. Mau beli kuota aja susah masuknya. Trus sinyalnya sekarang lemah, sya pake hallo dan simpati, semua keluarga di rumah pake simpati dan AS, bahkan sy beli modem orbitnya jg. Tp ampun dah... tolong jd perhatian. edit tgl 17/05/25 aplikasi tdk ada perbaikan. masih tetap lemot.. sungguh menyedikan.",8.7.0
Arya FK,2025-05-16 23:22:02,"sinyalnya sekarang lemot dan paketan tambah mahal enggak diimbangin sama kualitas jaringannya, buka app nya pun lemot cuma loading terus",8.7.0
Mhmd Jabar,2025-05-16 23:20:46,the best,8.7.0
Nicolas de Janeiro,2025-05-16 23:16:31,Tolong untuk lebih diperbanyak promonya,8.7.0
Ro'yul Amin,2025-05-16 23:13:07,"loading nya lama banget padahal pake internet Telkom sendiri, aneh :(",8.7.0
Alviah Nur,2025-05-16 22:58:03,lelet,8.7.0
Ibu Fitriah,2025-05-16 22:56:51,sangat bagus,8.7.0
Nika Pujan Sukmono,2025-05-16 22:52:49,ini Telkomsel berbenah ga sih apk lemot parah padal cuma mau isi kuota sama liat kuota,8.7.0
Adim 85,2025-05-16 22:43:04,lihat tuh ulasan orang² makin kesini hampir bintang satu semua berarti ada sesuatu yang ga beres itu berarti harus ada perbaikan ingin cek kuota saja susahnya minta ampunn.... TERLALU🤦‍♂️🤦‍♂️🤦‍♂️,8.7.0
BayuForSpeed speed,2025-05-16 22:39:03,"apa coba , keluar akun sendiri ,trus ga bisa masuk lagi ke akun, anehh",8.7.0
de dikhy chanel,2025-05-16 22:36:03,Sudah saat nya pindah jaringan sebelah lebih murah dan lebih stabil internet nya,8.7.0
Zendy Alexs,2025-05-16 22:35:48,kenapa tiap buka aplikasi selalu login dari awal,8.7.0
Mang Dhasep,2025-05-16 22:31:42,lola..,8.7.0
angga pramuja,2025-05-16 22:27:27,bagus,8.7.0
akhsuprapto Fitria,2025-05-16 22:03:05,"knp aplkasi my telkomsel dlm beberapa hari ini muter "" aja loadingnya",8.7.0
Asnawi,2025-05-16 20:57:04,top,8.7.0
Muhammad Hardi Pranata,2025-05-16 20:54:22,"jaringan paling buruk dari semua jaringan cuma di Telkomsel.. aplikasi dan fitur juga sangat buruk..lebih bagus pilih kartu yg lain buat internet.. nyesal pake kartu ini jaringan sangat susah mau dimana pun.. kota, kampung, desa..",8.7.0
NFT,2025-05-16 20:50:19,apk my telkomsel berat banget.bukannya di optimalin apk nya malah bikin fitur² dan game² yg gk jelas di apk my telkomsel,8.7.0
Miftahul Ichsan03,2025-05-16 20:33:54,telkomsel sekarang buruk,8.7.0
Masrokhan Rokhan,2025-05-16 20:28:49,"ayolah harga kuota ilmupedia aja di rubah harga makin mahal dapet kuota nya makin dikit gmn coba, jauh bgt sama bulan kemarin",8.7.0
Jalal AA,2025-05-16 20:18:08,"lama banget loadingnya bikin orang yang ada urusan malah jadi terlambat gara"" mau beli kuota aja lama banget kecewa parah!!!! 👎🏿👎🏿",8.7.0
Bungaiz,2025-05-16 19:57:22,aplikasi kok lemot,8.7.0
Caliber Indonesian,2025-05-16 19:20:59,"KEBANYAKAN IKLAN. YG MEGGANGGU APLIKASI..!! YG DIBUTUHKAN PAKET UTAMA INTERNET DENGAN HARGA MURAH..BOSS..!!! JANGAN KEBANYAKAN PILIHAN PAKET YG TIDAK BERMANFAAT..BOSS..!! KEBANYAAN UPGRADE TIDAK ADA MANFAAAT AJA KERJA LUU..!!! APLIKASI ERROR, MEMALUKAN..!! DIBUKA JA PAYAH KALE..!!! INTERNET BULANAN MAHAL..!! JARINGAN KONEKSI LEMOT...!! BERALIBI PULA KODE INI KODE ITU..!! KONECSI INTERNET PUN BURUK LEMOT + MAHAL-MAHAL PAKET MU..!! SAKET KEPALA WOIII...TELKOMSEL..!!!",8.7.0
Mhd Randy,2025-05-16 18:36:35,bintang 2 dulu soal nya baru nyoba aplikasi my Telkomsel.,8.7.0
Denny Alone,2025-05-16 18:29:32,lemot banget apk nya padahal jaringan sama hp gw mendukung..,8.7.0
Hanafi Hanafi,2025-05-16 18:22:27,"mw beli paket susuh x.. gak falid la kata nya itu trus muncul asal mo ngambil paket, udah paket nya mahal2 lg.",8.7.0
Wiel Rochim,2025-05-16 18:19:36,Link login register tidak masuk pakai nomor telkomsel,8.7.0
ahmat nabil,2025-05-16 18:14:41,aplikasi yang sangat bagus,8.7.0
Soknau Soknau,2025-05-16 18:10:50,🙏bikin kouta nasional yg banyak. uda mahal promo terus. jaringan lelet. kouta lokal tak begitu penting.,8.7.0
Tionne Archer,2025-05-16 18:09:23,Tolong lebih ditingkatkan lagi sinyal nya di perdesaan,8.7.0
Lam'ah Ridwan,2025-05-16 18:04:58,ngeselin bngt aplikasi ny susah buat login lagi!!!,8.7.0
masroy 94,2025-05-16 18:01:41,"keseringan abdet satu aplikasi TDK bisa buat beberapa nomer sekaligus, dan harus masuk mulu , harus ya sekali masuk ya sudah gk perlu masukin nomer ulang ulang mulu",8.7.0
Samuel Kristian sihombing,2025-05-16 17:54:32,"aplikasi ga jelas, buat tuh seperti punya tri tuh lebih baik, aplikasi sampah ini",8.7.0
Cinta Sholawat99,2025-05-16 17:45:25,sinyal makin jelek. buat buka aplikasi Telkomsel aja sinyal gak kuat. nge leg terus. provider terbesar tapi malu-maluin.,8.7.0
muhammad fadillah siregar,2025-05-16 17:43:24,sangat bagus membantu mencari paket gapala pusing ngetik2 lagi,8.7.0
Captn Idris,2025-05-16 17:33:53,Telkomsel oke,8.7.0
Alfath Beriyan,2025-05-16 17:33:45,Parah bgt. internet bagus bgt tapi aplikasi lemotnya naudzubillah.,8.7.0
nafir tunggal,2025-05-16 17:30:13,"tlng min perbaiki sistem jaringan telkomsel khususny di di desa senama nenek kec. tapung hulu kab. kampar prov. riau , setiap malam kendala ny hilang terus jaringan di atas jam 21:00 mlm ke atas 1-2 jam bru dpt kembali nth dri operator telkom pusat atau dri pihak oknum yg tdk bertanggung jawab di daerah, terutama saya yg udh membeli paket data tdk bsa dipergunakan dgn senyaman dan sebaik mungkin di desa tetangga jaringan on sangt bgus kox di desa saya tdk sebagus desa lain tlng di tindak lanjut.",8.7.0
Randa lekawai AMO,2025-05-16 17:11:13,Ga semua kartu Telkomsel sama Harga Paket..,8.7.0
Mohammad Derry Angga Putra,2025-05-16 17:06:07,"provider buruk! tangerang kota susah sinyal. main game keputus-putus, main sosmed liat video loading mulu!",8.7.0
Ruly Silaen,2025-05-16 17:04:19,tidak dapat menukarkan poin telkomsel,8.7.0
surya trinugraha,2025-05-16 16:59:44,terlalu berat,8.7.0
Dede Gustiawan,2025-05-16 16:56:08,"kartu elite sinyal sulit pk kadang"" keluar sendiri ,",8.7.0
Sentana Usan,2025-05-16 16:52:43,setiap buka apk ini selalu lemot untuk cek kuota sudah lama ngga pernah diperbaiki,8.7.0
irfan salim,2025-05-16 16:28:32,Adain mode tampilan sesuai perangkat hp sel..,8.7.0
Kurniadi Adi,2025-05-16 16:24:29,sangat bagus dan membantu sekali,8.7.0
Iqbal Punya,2025-05-16 16:21:16,"kalo dulu sih iya bagus ,, tapi kalo sekarang ini lah kartu paling ribet sedunia,,, mahal, lelet , boros, nipu lagi.",8.7.0
Wawan Micle,2025-05-16 16:18:13,lemot,8.7.0
Irfan Zaki,2025-05-16 16:14:35,JARINGAN NGELAG APAAN NIH TELKOM,8.7.0
Jhendri Sembiring,2025-05-16 16:10:23,jangan lupa min kuota gratis nya😂🗿,8.7.0
Risky Yusron,2025-05-16 16:04:38,Menu tidak update dan sering nge stuck,8.7.0
01_Bilqies ratu Aqilah,2025-05-16 15:57:38,"harusnya ini aplikasi gunanya apasih?? klo mau cek paketan atau pulsa sisa berapa loading Mulu, lamaaa bgttt di refresh ttp ga bisa akhirnya uninstall dah... mana harga paket data mahal banget tp jaringan kadang susah",8.7.0
Who I am,2025-05-16 15:50:28,"Kartu apaan ini ngelag banget sumpah jaringan penuh tapi ping nya down sumpah, rela² beli telkomsel buat main game malah tambah parah di pake game sdh 3 kali aku ganti LCD hp cmn gara² jaringan kayak gini Kapok sumpahh parah parahh",8.7.0
Reno Hermawan,2025-05-16 15:45:02,"wilayah Setu Bekasi udah seminggu ping anjlok ga bisa aktivitas, segera perbaiki !!! nyuruh restart¿ga usah disuruh segala cara udh dilakuin,makanya saya berani komplain.😒",8.7.0
Linggar vinsmoke,2025-05-16 15:42:10,ga bisa login,8.7.0
Syahdan Auliatrans,2025-05-16 15:37:58,mantap,8.7.0
Nur i Man cung,2025-05-16 15:37:26,jelek,8.7.0
Yanti Hanggriana,2025-05-16 15:34:38,"telkomsel mau bangkrut ya? jaringannya busuk banget , ga ada perbaikan untuk aplikasinya beuh berat banget ngecrash melulu dahal cuma buat beli paket sm ngecek kuota. hadeh",8.7.0
M.ilham Syafaat,2025-05-16 15:32:18,apk sampah jaringan bagus apk super delayy ga niat bikin aplikasi bukan?????,8.7.0
Joni Indramawan,2025-05-16 15:32:14,aplikasi ga berfungsi lemot jaringan lelet kuota mahal,8.7.0
dicky pramudiasto,2025-05-16 15:26:20,aplikasi lemot,8.7.0
anissa m.i. (sasa),2025-05-16 15:24:32,"gak jelas banget, pas dibuka ga muncul apa apa kayak gak ada sinyal, padahal pas buka aplikasi lain bisa, terus gunanya apk ini apa kalo dibuka aja delay gitu",8.7.0
Septa01,2025-05-16 15:19:49,"Kenapa kartu Telkomsel sekarang sinyalnya lemot paraaaaaaaahh udah faketnya mahal lemot, buka aplikasi My Telkomsel lemot loading mulu gk bisa ke buka",8.7.0
Muammar Sampoerna,2025-05-16 15:17:36,kartu elit sinyal sulit pepe,8.7.0
Muhammad Alvian,2025-05-16 15:14:38,"Sering nge bug, kalo buka apk nya lama responsif nya, padahal apk berat lain nya ga begini responsif nya. Betulin dong masalahnya, jangan cuma update doang, gimana si.apus aja woy apk nya, pindah kartu aja ke AXIS lebih cepat responsif nya, banyak paket murah juga",8.7.0
Salsa Joki,2025-05-16 15:05:38,"mau cek kuota kok beda pas cek lewat *888# / *363# .dengan di my telkomsel . my telkomsel tdak bisa di buka .pas mau beli paket . loading nya pun sampai kapan pun, tidak bakalan kebuka. jadi bagaimana mau beli kuota melalui my telkomsel ini . mohon di sediakan lagi kuota yg harga 50 ribuan 🙏🙏",8.7.0
Jaelani One,2025-05-16 15:01:07,gimna sih paket malah apk eror trus pdahal ga ada updatan mau ngisi paket susah,8.7.0
Deni Pratama,2025-05-16 14:56:17,Very Good 👌,8.7.0
DEDE IRFAN,2025-05-16 14:54:34,jaringan busuk,8.7.0
Laily Muzaroah,2025-05-16 14:53:37,"ini my Telkomsel knpa ya di buka ga bisa bisa jaringan bagus ga muncul muncul, tolong dong benerin kalo gini terus nyusahin tau gak",8.7.0
Meniel Wakur,2025-05-16 14:49:11,terimakasih untuk aplikasi ini sangat bagus dan saya sangat puas,8.7.0
Rosmana Faiz,2025-05-16 14:47:47,"reward ga jelas, sekalinya claim reward kuota malah bermasalah, kuota ga dapet, ga bisa reedem ulang lagi, cacad",8.7.0
hendri insani prabowo,2025-05-16 14:47:34,sampah lah tiap mau beli paketan selalu lemott,8.7.0
dimas haqu,2025-05-16 14:47:13,AJUR APLIKASINYA LEMOT.,8.7.0
Hepi Riadi,2025-05-16 14:39:11,"tololl sinyal lelet, kouta paling mahal.. jgn ada yg mau pake Telkomsel.. kalo gk mau nyesal",8.7.0
arez bost,2025-05-16 14:38:51,"makin kesini makin susah sinyalnya, padahal tempat tinggalnya tetap, apalagi cuaca hujan dan mati lampu,pasti susah sinyalnya.",8.7.0
Tika,2025-05-16 14:38:48,Signal Sering hilang. kenapa skrg sinyal sudah tidak kuat seperti dulu?,8.7.0
Sin X,2025-05-16 14:38:20,Langganan Netflix ktnya 1 bulan. akun aktif tgl 22 April 2025 dan Telkomsel dengan cepatnya menangguhkan pada tanggal 16 Mei 2025. ampas benar. lebih baik beli dengan cara lain dari pada via my Telkomsel ini. Uninstall Apk ini segera. !!!,8.7.0
Yanap Spenyel,2025-05-16 14:36:48,aplikasi ini bagus,8.7.0
Ghifari Ramadhan,2025-05-16 14:36:07,"jaringan nya ngelek banget asli dah, yg lainya si EMG bagus tapi kalo sinyalnya mah jelek+kalo hujan malah makin ngelek, tolong dong developer nya 🙏",8.7.0
elemende,2025-05-16 14:35:45,terimakasih my Telkomsel atas kontribusinya👍🏻👍🏻👍🏻,8.7.0
Firma Yudi,2025-05-16 14:33:37,belajar lah dari operator lain.. ketika paket data abis jangan se enak jidat pakai pulsa org.. harus nya kalau paket data abis ckup putus jaringan internet nya.. jgn diambil dari pulsa... sakit x baru isi pulsa langsung abis di sedot kacau,8.7.0
AHMAD SHOFIYUL WIDAD,2025-05-16 14:32:21,lag bnget jaringan lu beda bnget sama yg lain,8.7.0
Najib Zain,2025-05-16 14:31:58,kalo lama g. di buka. ko. harus uninstal dulu dan instal ulang baru bisa di buka. lagi,8.7.0
Ghe Noobb,2025-05-16 14:27:41,"telkomsel di daerah Kutoarjo busuk,tiap kali kereta lewat lgsg anjlok speed internetnya.gk rekom blass buat di pake",8.7.0
Ela Sari,2025-05-16 14:24:56,plissss login susah bgt. mana setiap mau isi kuota log out terussssss,8.7.0
Afi,2025-05-16 14:20:37,"loading mulu perbaiki dong, padahal jaringan kenceng!!! kocak",8.7.0
Anom Kang,2025-05-16 14:20:19,Berat n lambat bukanya,8.7.0
Alief Setyawan,2025-05-16 14:19:06,Tolong di perbaiki servernya biar tidak lemot,8.7.0
Fazil Setiawan,2025-05-16 14:17:57,aplikasi terbaik,8.7.0
Krida Adittiya,2025-05-16 14:14:28,lemot.lebih banyak tidak bisa digunakan.,8.7.0
Nur Aenii,2025-05-16 14:14:04,aplikasi nya buruk banget,8.7.0
bayu sarita,2025-05-16 14:13:45,bagus,8.7.0
Ari Handayani,2025-05-16 14:06:28,Telkomsel sekarang sinyal jelek banget.,8.7.0
Puthutromadhony Romadhony,2025-05-16 14:05:25,anying Wonogiri dari lebaran sampe sekarang gak ada sinyal Telkomsel,8.7.0
ipank brave,2025-05-16 14:05:01,good..semoga paket nya semakin murah jaringan semakin kencang,8.7.0
Udin Pulto,2025-05-16 14:04:56,"Hadeh Gimana Ni Telkomsel G Bener"" Sinyal Nya Kartu Gua 5 Ga Ada yg bner sinyal nya",8.7.0
Nopal Renaldi,2025-05-16 14:00:49,loading lama banget nyusahin,8.7.0
Rafelixa R.I,2025-05-16 13:56:07,"Aplikasi lelet sama seperti internetnya. Setiap ingin mengecek paket sisa berapa, harus di instal ulang dulu setelah itu baru bisa terlihat. Mohon perbaikannya🙏",8.7.0
ARN FA,2025-05-16 13:55:37,cek kuota aj susahnya minta ampun tak kirain cuma sebenar eh taunya berhari hari,8.7.0
Aku Cantik,2025-05-16 13:55:16,Leletttttt,8.7.0
Alpin Nix,2025-05-16 13:45:58,apk lelet udah cba refresh seharian ga bisa bisa hadeeuuuhhhh:),8.7.0
Saifuddin achmad (Cah ganteng),2025-05-16 13:45:55,"aplikasi sering eror, jadi males pake apk ini",8.7.0
seno teguh,2025-05-16 13:43:24,aplikasi macam apa ini sangat lelet,8.7.0
Tina Rostika,2025-05-16 13:39:17,sering maceeeeeettttt loading lamaaaaaaa,8.7.0
Marrraa Hilal,2025-05-16 13:38:11,jaringan nya jelek,8.7.0
Salomo Pakpahan,2025-05-16 13:37:36,"ganti provider ah, makin mahal, bisa bisanya 10 gb super seru 25k hilang, karna tau dia aku boros paket jadi 8 gb dj buat, pande pande lah kau telkomsel",8.7.0
Pirman Syah,2025-05-16 13:37:17,kualitas jaringan nya tolong di tingkat,8.7.0
Rizki Efendy,2025-05-16 13:35:39,"sampah,,harga elit jaringan sulit",8.7.0
nanu nanu,2025-05-16 13:32:08,crash terus,8.7.0
Adi Mustofa,2025-05-16 13:31:57,"jaringan makin kacau harga paket internet mahal.aplikasi jg loading lelet ,kebanyakan fitur yang gak penting,iklan dll..",8.7.0
Yuli Mudjianti,2025-05-16 13:31:56,"aplikasi rusak ga mau di benerin, uninstal aj dah",8.7.0
Laras Official,2025-05-16 13:31:54,"uplikasi yg aneh, memuat ulang terus, gak bisa dipake, lama ngeleg nya, padahal kuota masih ada jaringan bagus, pas buka apl lain lancar, tpi pas buka aplikasi ini seperti yg tidak ada jaringan",8.7.0
Muhammad Arifin,2025-05-16 13:30:53,"mahal iya lag juga iya, nyesel pake di buat game lag mulu",8.7.0
Uciha Sasuke,2025-05-16 13:30:06,lama banget loadingnya hanya mau lihat kuota loading berjam2,8.7.0
Endang Lusisusanti,2025-05-16 13:28:48,Telkomsel knp sih sekarang2 ini sinyal nya susah tolong dong di perbaiki terimakasih,8.7.0
Heri Setiawan,2025-05-16 13:26:56,"paket internet tambah mahal,jaringan internet kya taiii.",8.7.0
Sugi Anto,2025-05-16 13:17:53,terimakasih telkomsel,8.7.0
Christian B'Aloren Ginting,2025-05-16 13:15:41,aplikasi lebih berat bukanya dari PUBG,8.7.0
Purnomo Sintong,2025-05-16 13:10:27,"Aplikasi jelek, loading lambat sekali. Susah buat beli paket. Status pulsa dan quota gak realtime. Sayang sekali sekelas telkomsel aplikasinya jelek.",8.7.0
Dqrknczz Zhi,2025-05-16 13:06:32,"APLIKASI GA GUNA, UKURAN AJA GEDE TAPI BUAT LOGIN GA BISA. SAMPAH",8.7.0
Didik Trianto,2025-05-16 13:03:18,"maaf bintang 2 sinyale masih buruk , pengguna Telkom sejak 2014 pakisan wonokerso temanggung gak punya Instragram",8.7.0
Dedy Kusuma,2025-05-16 12:58:47,"Kenapa yah kalau mendung & hujan sinyalnya ikut syahdu kadang hilang tertelan dinginnya air hujan, area Smg Tembalang & Banyumanik, mau nambahin bintang jadi tertunda",8.7.0
Ramba Bujang,2025-05-16 12:57:56,signalnya....kebanyakan makan sumpah,8.7.0
Muhammad Nauval,2025-05-16 12:49:28,"begini ya telkomsel,jaringan itu diperbaiki untuk semua provinsi,gak usah banyak ngetik doang,tapi jaringannya gak diperbaiki,udah paketnya mahal kadang murah,tapi jaringan naik turun hadeh,kalau mau gak dikasih rating bintang 1,jaringannya diperbaiki,lama2 pihak anda bisa bangkrut.😒🙄😏",8.7.0
Fandy Aries,2025-05-16 12:43:51,"Terlalu Banyak BUG. Aplikasi nya Sangat Lalod, padahal Device yang saya gunakan lumayan cukup bagus, Snapdragon 860, RAM 8GB Internal 256GB Kurang apa lagi? Ini Memang Aplikasi MyTelkomsel nya Banyak BUG, dari Pihak Developer nya Gak ada Niat untuk Memperbaiki BUGnya. Terlalu Banyak Fitur-fitur yang Tidak Berguna",8.7.0
achmad fajar ramadhoni,2025-05-16 12:43:47,"Gabisa beli paket apapun, tulisannya 'maaf ada kesalahan siatem'",8.7.0
Jerry L. Inkiriwang,2025-05-16 12:43:21,"saya tambahkan satu bintang jadi 3 bintang karena daily check in nya sudah ada, tapi hasil pemenang Undi undi hepy tidak pernah saya lihat diumumkan, padahal kadang tengah malam bela belain tuker point untuk dapat hadiah sampe ratusan ribu kali klik di program telkomsel / undi2 hepi sejak bberapa tahun lalu.",8.7.0
Luqmanul hakim,2025-05-16 12:41:10,"jaringan jelek, apk banyak bug banyak fitur gak guna",8.7.0
Gamers Pemula,2025-05-16 12:41:07,parah parah sumpah di daerah gw udah jelek nih jaringan gak bagus kaya dulu di kasih hujan dikit aja lemot nya minta ampun sampe harus mode pesawat terus matiin lagi gitu aja terus aneh harga lebih mahal kualitas jaringan lebih jelek jangan kan buat main game buat nonton video di FB aja Lola nya minta ampun cepat berbenah lah.m,8.7.0
rotua sianipar,2025-05-16 12:40:44,lemot...sering hilang sinyal...,8.7.0
Delon Wahyu,2025-05-16 12:37:54,ampas,8.7.0
Mei Safitrq,2025-05-16 12:37:30,"saya kecewaa bangett sama Telkomsel ini sekarang harga nya mahal mahal banget ga kaya dulu , jaringannya susah juga masa aktif juga pelit , masa kasih bonus cuma satu hari aja masa aktifnya kan pelit itu namanya 10 gb minimal 5 hari lah ini satu hari , padahal saya langganan setia telkomsel tapi masih aja ga dapat bonus "" sekali dapat bonus masa aktifnya pelit huhu Telkomsel, jangan pelit"" dong nanti sempit kuburan nya gaboleh yaa harus baik hati dan tidak sombong dan selalu lah berbagi 👊🥰💕",8.7.0
irfik 95,2025-05-16 12:36:38,telkomsel kontollllll sinyal suka ilang tib tiba gua main game moba jadi susah babi,8.7.0
emel112aa sold,2025-05-16 12:36:23,bisa bikin singal gak??,8.7.0
Elyas Permana,2025-05-16 12:36:00,mau log in aja susah,8.7.0
Agum Riyadi,2025-05-16 12:35:16,"Buruk kali ini aplikasi, padahal jaringan bagus eh masih aja tidak bisa cek kuota",8.7.0
Danu Yazid,2025-05-16 12:28:22,"sorry niih sebelumnya. iternetan MAHAL, data aplikasi GEDE tapi feedback nya jaringan internet CACAT, BURUK, SANGAT SANGAT JELEK. gak sebanding dengan apa yg di beli dan di instal pengguna. GAK LAGI LAGI DAH PAKE TELKOMSEL. buat yang laen nih, sebelum nyesel pake telkomsel mending ""JANGAN PAKE TELKOMSEL"". kenapa ngasih bintang 5 ""SUPAYA TERBACA SISTEM BAHWA TELKOMSEL SANGAT BURUK DI GUNAKAN, BIAYA INTERNETAN YANG MAHAL TIDAK SEBANDING DENGAN KUALITAS INTERNET YANG BAGUS.""!!",8.7.0
Iyan Sabreg,2025-05-16 12:24:51,jujur aplikasi cacat si aku mau beli paket malah gak masuk masuk njir padahal jaringan bagus kecewa si,8.7.0
Yudi Sayz,2025-05-16 12:17:45,"sekarang jadi lemot main mobile jadi lag padahal sinyal bagus tapi ttp lag,pngtrn game udh minim tpi ttp aja.. setiap jam petang sampe jam 22.00 baru lancar lagi.. padahal seminggu sblmnya aman dan lancar..",8.7.0
Bonar Devega,2025-05-16 12:17:41,"sinyal penuh 4bar, jaringan internet lelet kayak 2G",8.7.0
Andra Andriana,2025-05-16 12:15:33,"kasih bintang satu makin kesini paketan internet makin mahal ,, harus beralih ke kartu lain ,, parah Telkomsel sekarang",8.7.0
Khosyi Khendra,2025-05-16 12:12:05,"TOLONG PERHATIKAN PELANGGAN, keluhan yang masuk jangan diabaikan, saya pengguna telsel sejak lama. Aplikasi sangat berat menggunakan device apapun, BUANG YANG TIDAK PERLU. Harga sangat mahal jika dengan kualitas jaringan yang buruk, jika jaringan merata ke seluruh tempat maka harga masih masuk akal. saya akan beralih ke provider lain kalau tidak ada perubahan",8.7.0
